date#total_deaths#new_deaths
2020-03-13#0#0
2020-03-14#0#0
2020-03-15#0#0
2020-03-16#0#0
2020-03-17#1#1
2020-03-18#3#2
2020-03-19#6#3
2020-03-20#11#5
2020-03-21#15#4
2020-03-22#25#10
2020-03-23#34#9
2020-03-24#46#12
2020-03-25#59#13
2020-03-26#77#18
2020-03-27#92#15
2020-03-28#111#19
2020-03-29#136#25
2020-03-30#159#23
2020-03-31#201#42
2020-04-01#240#39
2020-04-02#324#84
2020-04-03#359#35
2020-04-04#445#86
2020-04-05#486#41
2020-04-06#564#78
2020-04-07#686#122
2020-04-08#819#133
2020-04-09#950#131
2020-04-10#1057#107
2020-04-11#1124#67
2020-04-12#1223#99
2020-04-13#1328#105
2020-04-14#1532#204
2020-04-15#1736#204
2020-04-16#1924#188
2020-04-17#2141#217
2020-04-18#2354#213
2020-04-19#2462#108
2020-04-20#2587#125
2020-04-21#2741#154
2020-04-22#2906#165
2020-04-23#3331#425
2020-04-24#3704#373
2020-04-25#4057#353
2020-04-26#4286#229
2020-04-27#4603#317
2020-04-28#5083#480
2020-04-29#5513#430
2020-04-30#6006#493
2020-05-01#6412#406
2020-05-02#6761#349
2020-05-03#7051#290
2020-05-04#7367#316
2020-05-05#7938#571
2020-05-06#8588#650
2020-05-07#9190#602
2020-05-08#10017#827
2020-05-09#10656#639
2020-05-10#11123#467
2020-05-11#11653#530
2020-05-12#12461#808
2020-05-13#13240#779
2020-05-14#13999#759
2020-05-15#14962#963
2020-05-16#15662#700
2020-05-17#16118#456
2020-05-18#16853#735
2020-05-19#17983#1130
2020-05-20#18859#876
2020-05-21#20047#1188
2020-05-22#21048#1001
2020-05-23#22013#965
2020-05-24#22666#653
2020-05-25#23473#807
2020-05-26#24512#1039
2020-05-27#25598#1086
2020-05-28#26754#1156
2020-05-29#27878#1124
2020-05-30#28834#956
2020-05-31#29314#480
2020-06-01#29937#623
2020-06-02#31199#1262
2020-06-03#32548#1349
2020-06-04#34021#1473
2020-06-05#35026#1005
2020-06-06#35930#904
2020-06-07#36455#525
2020-06-08#37134#679
2020-06-09#38406#1272
2020-06-10#39680#1274
2020-06-11#40919#1239
2020-06-12#41828#909
2020-06-13#42720#892
2020-06-14#43332#612
2020-06-15#43959#627
2020-06-16#45241#1282
2020-06-17#46510#1269
2020-06-18#47748#1238
2020-06-19#48954#1206
2020-06-20#49976#1022
2020-06-21#50591#615
2020-06-22#51271#680
2020-06-23#52645#1374
2020-06-24#53830#1185
2020-06-25#54971#1141
2020-06-26#55961#990
2020-06-27#57070#1109
2020-06-28#57622#552
2020-06-29#58314#692
2020-06-30#59594#1280
2020-07-01#60632#1038
2020-07-02#61884#1252
2020-07-03#63174#1290
2020-07-04#64265#1091
2020-07-05#64867#602
2020-07-06#65487#620
2020-07-07#66741#1254
2020-07-08#67964#1223
2020-07-09#69184#1220
2020-07-10#70398#1214
2020-07-11#71469#1071
2020-07-12#72100#631
2020-07-13#72833#733
2020-07-14#74133#1300
2020-07-15#75366#1233
2020-07-16#76688#1322
2020-07-17#77851#1163
2020-07-18#78772#921
2020-07-19#79488#716
2020-07-20#80120#632
2020-07-21#81487#1367
2020-07-22#82771#1284
2020-07-23#84082#1311
2020-07-24#85238#1156
2020-07-25#86449#1211
2020-07-26#87004#555
2020-07-27#87618#614
2020-07-28#88539#921
2020-07-29#90134#1595
2020-07-30#91263#1129
2020-07-31#92475#1212
2020-08-01#93563#1088
2020-08-02#94104#541
2020-08-03#94665#561
2020-08-04#95819#1154
2020-08-05#97256#1437
2020-08-06#98493#1237
2020-08-07#99572#1079
2020-08-08#100477#905
2020-08-09#101049#572
2020-08-10#101752#703
2020-08-11#103026#1274
2020-08-12#104201#1175
2020-08-13#105463#1262
2020-08-14#106523#1060
2020-08-15#107232#709
2020-08-16#107852#620
2020-08-17#108536#684
2020-08-18#109888#1352
2020-08-19#111100#1212
2020-08-20#112304#1204
2020-08-21#113358#1054
2020-08-22#114250#892
2020-08-23#114744#494
2020-08-24#115309#565
2020-08-25#116580#1271
2020-08-26#117665#1085
2020-08-27#118649#984
2020-08-28#119504#855
2020-08-29#120262#758
2020-08-30#120828#566
2020-08-31#121381#553
2020-09-01#122596#1215
2020-09-02#123780#1184
2020-09-03#124614#834
2020-09-04#125502#888
2020-09-05#126203#701
2020-09-06#126650#447
2020-09-07#126960#310
2020-09-08#127464#504
2020-09-09#128539#1075
2020-09-10#129522#983
2020-09-11#130396#874
2020-09-12#131210#814
2020-09-13#131625#415
2020-09-14#132006#381
2020-09-15#133119#1113
2020-09-16#134106#987
2020-09-17#134935#829
2020-09-18#135793#858
2020-09-19#136532#739
2020-09-20#136895#363
2020-09-21#137272#377
2020-09-22#138105#833
2020-09-23#138105#0
2020-09-24#139808#1703
2020-09-25#140537#729
2020-09-26#141406#869
2020-09-27#141741#335
2020-09-28#142058#317
2020-09-29#142921#863
2020-09-30#143952#1031
2020-10-01#144680#728
2020-10-02#144680#0
2020-10-03#145987#1307
2020-10-04#146352#365
2020-10-05#146675#323
2020-10-06#147494#819
2020-10-07#148228#734
2020-10-08#148957#729
2020-10-09#149639#682
2020-10-10#150198#559
2020-10-11#150488#290
2020-10-12#150689#201
2020-10-13#150998#309
2020-10-14#151747#749
2020-10-15#152460#713
2020-10-16#153214#754
2020-10-17#153675#461
2020-10-18#153675#0
2020-10-19#154176#501
2020-10-20#154837#661
2020-10-21#155403#566
2020-10-22#155900#497
2020-10-23#156471#571
2020-10-24#156903#432
2020-10-25#157134#231
2020-10-26#157397#263
2020-10-27#157946#549
2020-10-28#158456#510
2020-10-29#158969#513
2020-10-30#159477#508
2020-10-31#159884#407
2020-11-01#160074#190
2020-11-02#160253#179
2020-11-03#160496#243
2020-11-04#161106#610
2020-11-05#161106#0
2020-11-06#162015#909
2020-11-07#162269#254
2020-11-08#162397#128
2020-11-09#162628#231
2020-11-10#162802#174
2020-11-11#163368#566
2020-11-12#164281#913
2020-11-13#164737#456
2020-11-14#165658#921
2020-11-15#165798#140
2020-11-16#166014#216
2020-11-17#166699#685
2020-11-18#167455#756
2020-11-19#168061#606
2020-11-20#168613#552
2020-11-21#168989#376
2020-11-22#169183#194
2020-11-23#169485#302
2020-11-24#170115#630
2020-11-25#170769#654
2020-11-26#171460#691
2020-11-27#171974#514
2020-11-28#172561#587
2020-11-29#172833#272
2020-11-30#173120#287
2020-12-01#173817#697
2020-12-02#174515#698
2020-12-03#175270#755
2020-12-04#175964#694
2020-12-05#176628#664
2020-12-06#176941#313
2020-12-07#177317#376
2020-12-08#178159#842
2020-12-09#178995#836
2020-12-10#179765#770
2020-12-11#180437#672
2020-12-12#181123#686
2020-12-13#181402#279
2020-12-14#181835#433
2020-12-15#182799#964
2020-12-16#183735#936
2020-12-17#184827#1092
2020-12-18#185650#823
2020-12-19#186356#706
2020-12-20#186764#408
2020-12-21#187291#527
2020-12-22#188259#968
2020-12-23#189220#961
2020-12-24#189982#762
2020-12-25#190488#506
2020-12-26#190795#307
2020-12-27#191139#344
2020-12-28#191570#431
2020-12-29#192681#1111
2020-12-30#193875#1194
2020-12-31#194949#1074
2021-01-01#195411#462
2021-01-02#195725#314
2021-01-03#196018#293
2021-01-04#196561#543
2021-01-05#197732#1171
2021-01-06#198974#1242
2021-01-07#200498#1524
2021-01-08#201460#962
2021-01-09#202631#1171
2021-01-10#203100#469
2021-01-11#203580#480
2021-01-12#204690#1110
2021-01-13#205964#1274
2021-01-14#207095#1131
2021-01-15#208246#1151
2021-01-16#209296#1050
2021-01-17#209847#551
2021-01-18#210299#452
2021-01-19#211491#1192
2021-01-20#212831#1340
2021-01-21#214147#1316
2021-01-22#215243#1096
2021-01-23#216445#1202
2021-01-24#217037#592
2021-01-25#217664#627
2021-01-26#218878#1214
2021-01-27#220161#1283
2021-01-28#221547#1386
2021-01-29#222666#1119
2021-01-30#223945#1279
2021-01-31#224504#559
2021-02-01#225099#595
2021-02-02#226309#1210
2021-02-03#227563#1254
2021-02-04#228795#1232
2021-02-05#230034#1239
2021-02-06#230034#0
2021-02-07#231534#1500
2021-02-08#231534#0
2021-02-09#233520#1986
2021-02-10#234850#1330
2021-02-11#236201#1351
2021-02-12#237489#1288
2021-02-13#238532#1043
2021-02-14#239245#713
2021-02-15#239773#528
2021-02-16#240940#1167
2021-02-17#242090#1150
2021-02-18#243457#1367
2021-02-19#244737#1280
2021-02-20#245977#1240
2021-02-21#246504#527
2021-02-22#247143#639
2021-02-23#248529#1386
2021-02-24#249957#1428
2021-02-25#251498#1541
2021-02-26#252835#1337
2021-02-27#254221#1386
2021-02-28#254942#721
2021-03-01#255720#778
2021-03-02#257361#1641
2021-03-03#259271#1910
2021-03-04#260970#1699
2021-03-05#262770#1800
2021-03-06#264325#1555
2021-03-07#265411#1086
2021-03-08#266398#987
2021-03-09#268370#1972
2021-03-10#270656#2286
2021-03-11#272889#2233
2021-03-12#275105#2216
2021-03-13#277102#1997
2021-03-14#278229#1127
2021-03-15#279286#1057
2021-03-16#282127#2841
2021-03-17#284775#2648
2021-03-18#287499#2724
2021-03-19#290314#2815
2021-03-20#292752#2438
2021-03-21#294042#1290
2021-03-22#295425#1383
2021-03-23#298676#3251
2021-03-24#300685#2009
2021-03-25#303462#2777
2021-03-26#307112#3650
2021-03-27#310550#3438
2021-03-28#312206#1656
2021-03-29#313866#1660
2021-03-30#317646#3780
2021-03-31#321515#3869
2021-04-01#325284#3769
2021-04-02#328206#2922
2021-04-03#330193#1987
2021-04-04#331433#1240
2021-04-05#332752#1319
2021-04-06#336947#4195
2021-04-07#340776#3829
2021-04-08#345025#4249
2021-04-09#348718#3693
2021-04-10#351334#2616
2021-04-11#353137#1803
2021-04-12#354617#1480
2021-04-13#358425#3808
2021-04-14#361884#3459
2021-04-15#365444#3560
2021-04-16#368749#3305
2021-04-17#371678#2929
2021-04-18#373335#1657
2021-04-19#374682#1347
