date#total_deaths#new_deaths
2021-04-20#378003#3321
2021-04-21#381475#3472
2021-04-22#383502#2027
2021-04-23#386416#2914
2021-04-24#389492#3076
2021-04-25#390797#1305
2021-04-26#391936#1139
2021-04-27#395022#3086
2021-04-28#398185#3163
2021-04-29#401186#3001
2021-04-30#403781#2595
2021-05-01#406437#2656
2021-05-02#407639#1202
2021-05-03#408622#983
2021-05-04#411588#2966
2021-05-05#414399#2811
2021-05-06#416949#2550
2021-05-07#419114#2165
2021-05-08#421316#2202
2021-05-09#422340#1024
2021-05-10#423229#889
2021-05-11#425540#2311
2021-05-12#428034#2494
2021-05-13#430417#2383
2021-05-14#432628#2211
2021-05-15#434715#2087
2021-05-16#435751#1036
2021-05-17#436537#786
2021-05-18#439050#2513
2021-05-19#441691#2641
2021-05-20#444094#2403
2021-05-21#446309#2215
2021-05-22#448208#1899
2021-05-23#449068#860
2021-05-24#449858#790
2021-05-25#452031#2173
2021-05-26#454429#2398
2021-05-27#456674#2245
2021-05-28#459045#2371
2021-05-29#461057#2012
2021-05-30#461931#874
2021-05-31#462791#860
2021-06-01#465199#2408
2021-06-02#467706#2507
2021-06-03#469388#1682
2021-06-04#470842#1454
2021-06-05#472531#1689
2021-06-06#473404#873
2021-06-07#474414#1010
2021-06-08#476792#2378
2021-06-09#479515#2723
2021-06-10#482019#2504
2021-06-11#484235#2216
2021-06-12#486272#2037
2021-06-13#487401#1129
2021-06-14#488228#827
2021-06-15#490696#2468
2021-06-16#493693#2997
2021-06-17#496004#2311
2021-06-18#498499#2495
2021-06-19#500800#2301
2021-06-20#501825#1025
2021-06-21#502586#761
2021-06-22#504717#2131
2021-06-23#507109#2392
2021-06-24#509141#2032
2021-06-25#511142#2001
2021-06-26#512735#1593
2021-06-27#513474#739
2021-06-28#514092#618
2021-06-29#515985#1893
2021-06-30#518066#2081
2021-07-01#520095#2029
2021-07-02#521952#1857
2021-07-03#523587#1635
2021-07-04#524417#830
2021-07-05#525112#695
2021-07-06#526892#1780
2021-07-07#528540#1648
2021-07-08#530179#1639
2021-07-09#531688#1509
2021-07-10#532893#1205
2021-07-11#533488#595
2021-07-12#534233#745
2021-07-13#535838#1605
2021-07-14#537394#1556
2021-07-15#538942#1548
2021-07-16#540398#1456
2021-07-17#541266#868
2021-07-18#542214#948
2021-07-19#542756#542
2021-07-20#544180#1424
2021-07-21#545604#1424
2021-07-22#547016#1412
2021-07-23#548340#1324
2021-07-24#549448#1108
2021-07-25#549924#476
2021-07-26#550502#578
2021-07-27#551835#1333
2021-07-28#553179#1344
2021-07-29#554497#1318
2021-07-30#555460#963
2021-07-31#556370#910
2021-08-01#556834#464
2021-08-02#557223#389
2021-08-03#558432#1209
2021-08-04#559607#1175
2021-08-05#560706#1099
2021-08-06#561762#1056
2021-08-07#562752#990
2021-08-08#563151#399
2021-08-09#563562#411
2021-08-10#564773#1211
2021-08-11#565748#975
2021-08-12#566896#1148
2021-08-13#567862#966
2021-08-14#568788#926
2021-08-15#569058#270
2021-08-16#569492#434
2021-08-17#570598#1106
2021-08-18#571662#1064
2021-08-19#572641#979
2021-08-20#573511#870
2021-08-21#574209#698
2021-08-22#574527#318
2021-08-23#574848#321
2021-08-24#575742#894
2021-08-25#576645#903
2021-08-26#577565#920
2021-08-27#578326#761
2021-08-28#579010#684
2021-08-29#579308#298
2021-08-30#579574#266
2021-08-31#580413#839
2021-09-01#581150#737
2021-09-02#581914#764
2021-09-03#582670#756
2021-09-04#583362#692
2021-09-05#583628#266
2021-09-06#583810#182
2021-09-07#584108#298
2021-09-08#584421#313
2021-09-09#585174#753
2021-09-10#585846#672
2021-09-11#586558#712
2021-09-12#586851#293
2021-09-13#587066#215
2021-09-14#587797#731
2021-09-15#588597#800
2021-09-16#589246#649
2021-09-17#589573#327
2021-09-18#590508#935
2021-09-19#590752#244
2021-09-20#590955#203
2021-09-21#591440#485
2021-09-22#592316#876
2021-09-23#592964#648
2021-09-24#593663#699
2021-09-25#594200#537
2021-09-26#594443#243
2021-09-27#594653#210
2021-09-28#595446#793
2021-09-29#596122#676
